-0.0015	0
-0.0045	0
-0.0025	0.0002
0.0113	0.0008
0.0378	0.0021
0.0774	0.004
0.1465	0.0067
0.2132	0.0092
0.2766	0.0117
0.3314	0.014
0.3723	0.016
0.4078	0.0179
0.4396	0.0198
0.4788	0.0217
0.5106	0.0233
0.5468	0.0252
0.5809	0.0269
0.6203	0.0285
0.6506	0.0302
0.6834	0.0319
0.7175	0.0335
0.7485	0.0352
0.7734	0.0369
0.8082	0.0385
0.8393	0.04
0.8688	0.0417
0.8984	0.0433
0.925	0.0448
0.9599	0.0465
0.986	0.0481
1.0181	0.0498
1.0489	0.0515
1.0801	0.0531
1.1101	0.0548
1.1435	0.0567
1.172	0.0583
1.2002	0.06
1.2399	0.0619
1.2698	0.0635
1.3037	0.0654
1.332	0.0671
1.3575	0.0688
1.3826	0.0704
1.4104	0.0719
1.4373	0.0735
1.4629	0.075
1.4908	0.0767
1.516	0.0783
1.5434	0.08
1.5717	0.0817
1.5979	0.0833
1.6261	0.0848
1.6517	0.0865
1.6755	0.0881
1.7029	0.0898
1.7323	0.0915
1.7633	0.0931
1.7924	0.095
1.8248	0.0967
1.8532	0.0983
1.8829	0.1002
1.9127	0.1019
1.9427	0.1035
1.9707	0.1052
2.001	0.1071
2.0328	0.1088
2.0593	0.1104
2.091	0.1119
2.1269	0.1135
2.1489	0.1152
2.173	0.1169
2.2063	0.1185
2.235	0.1202
2.2465	0.1219
2.2834	0.1235
2.3026	0.125
2.3439	0.1267
2.3591	0.1283
2.4011	0.1298
2.4258	0.1315
2.4622	0.1331
2.4858	0.135
2.5233	0.1367
2.5512	0.1383
2.5874	0.1402
2.6175	0.1419
2.6522	0.1437
2.6864	0.1454
2.7216	0.1471
2.7555	0.1488
2.7832	0.1502
2.815	0.1519
2.8474	0.1538
2.8779	0.1554
2.9037	0.1571
2.9393	0.1585
2.9666	0.1602
3.0008	0.1619
3.0296	0.1635
3.0629	0.165
3.0941	0.1667
3.1238	0.1683
3.1534	0.17
3.1799	0.1715
3.2135	0.1731
3.2471	0.175
3.2808	0.1767
3.3133	0.1783
3.3493	0.18
3.379	0.1817
3.4144	0.1835
3.4482	0.1854
3.4829	0.1871
3.5107	0.1888
3.5391	0.1904
3.5692	0.1919
3.5988	0.1935
3.63	0.1952
3.6642	0.1969
3.6925	0.1985
3.7224	0.2002
3.7515	0.2019
3.7793	0.2033
3.8116	0.205
3.8379	0.2067
3.8698	0.2081
3.895	0.2098
3.9262	0.2115
3.9614	0.2131
3.9968	0.215
4.0231	0.2167
4.0556	0.2183
4.0902	0.22
4.1201	0.2217
4.1504	0.2235
4.1838	0.2252
4.2157	0.2271
4.2464	0.2288
4.2712	0.2302
4.3066	0.2319
4.3381	0.2335
4.3715	0.2352
4.396	0.2369
4.4239	0.2385
4.4505	0.24
4.4751	0.2417
4.5067	0.2433
4.5339	0.245
4.5665	0.2467
4.5963	0.2483
4.629	0.2498
4.6578	0.2517
4.6899	0.2533
4.7197	0.255
4.7515	0.2567
4.7799	0.2583
4.8095	0.26
4.8438	0.2617
4.8719	0.2635
4.9114	0.2652
4.9393	0.2669
4.9677	0.2685
4.9989	0.2702
5.0326	0.2719
5.0586	0.2735
5.0934	0.2752
5.119	0.2769
5.1484	0.2785
5.1777	0.28
5.2098	0.2817
5.2385	0.2833
5.2689	0.285
5.2985	0.2865
5.3288	0.2881
5.3599	0.2898
5.3887	0.2915
5.4231	0.2933
5.454	0.295
5.4852	0.2967
5.5147	0.2983
5.5487	0.3
5.5797	0.3017
5.6152	0.3035
5.6462	0.3052
5.6789	0.3069
5.7109	0.3085
5.7426	0.3102
5.7695	0.3119
5.8042	0.3135
5.8345	0.3152
5.8678	0.3169
5.8958	0.3183
5.9251	0.32
