0.0109	0.0004
0.0107	0.0008
0.0341	0.0013
0.0569	0.0025
0.113	0.004
0.1691	0.0063
0.2765	0.0085
0.3683	0.0108
0.4782	0.0129
0.5539	0.0148
0.6504	0.0167
0.7234	0.0183
0.8073	0.02
0.8769	0.0217
0.9638	0.0235
1.0377	0.0252
1.1148	0.0269
1.1943	0.0285
1.2701	0.0302
1.3437	0.0319
1.4163	0.0335
1.4924	0.0352
1.5641	0.0369
1.6479	0.0388
1.7245	0.0404
1.8067	0.0421
1.8784	0.0438
1.9554	0.0454
2.021	0.0471
2.097	0.0488
2.1714	0.0504
2.2496	0.0521
2.3181	0.0538
2.3932	0.0552
2.4711	0.0571
2.5463	0.0587
2.6285	0.0604
2.7063	0.0621
2.7838	0.0635
2.8572	0.0652
2.9373	0.0669
3.0176	0.0685
3.0983	0.0702
3.184	0.0721
3.2717	0.0738
3.3555	0.0756
3.4414	0.0773
3.5189	0.079
3.6021	0.0806
3.6827	0.0823
3.7629	0.0838
3.8372	0.0854
3.9277	0.0871
4.0083	0.0888
4.0921	0.0904
4.1746	0.0921
4.2559	0.0935
4.3348	0.0952
4.4161	0.0969
4.4997	0.0985
4.5797	0.1002
4.6579	0.1019
4.7381	0.1035
4.8208	0.105
4.904	0.1069
4.9941	0.1085
5.0838	0.1102
5.1693	0.1121
5.2558	0.1138
5.3469	0.1154
5.4363	0.1173
5.5209	0.119
5.6093	0.1206
5.6942	0.1223
5.7772	0.124
5.8606	0.1254
5.947	0.1271
6.0278	0.1288
6.1204	0.1304
6.199	0.1319
6.2807	0.1335
6.3685	0.1352
6.4515	0.1369
6.5407	0.1385
6.6279	0.1402
6.7145	0.1419
6.7984	0.1435
6.8853	0.145
6.9808	0.1469
7.0716	0.1485
7.1703	0.1504
7.2648	0.1521
7.3563	0.154
7.4488	0.1556
7.5392	0.1573
7.6318	0.159
7.7188	0.1606
7.8064	0.1621
7.8862	0.1638
7.9743	0.1654
8.0637	0.1671
8.1582	0.1688
8.241	0.1704
8.3249	0.1719
8.4106	0.1735
8.4975	0.1752
8.5869	0.1769
8.6807	0.1785
8.7723	0.1802
8.8607	0.1819
8.948	0.1835
9.0397	0.185
9.1272	0.1869
9.2207	0.1885
9.3167	0.1902
9.4112	0.1919
9.5016	0.1938
9.5979	0.1954
9.6963	0.1971
9.797	0.199
9.888	0.2006
9.9728	0.2021
10.057	0.2038
10.1501	0.2054
10.2444	0.2071
10.3303	0.2088
10.419	0.2104
10.5121	0.2121
10.5963	0.2135
10.6855	0.2152
10.7751	0.2169
10.8659	0.2185
10.9582	0.2202
11.0481	0.2219
11.1381	0.2233
11.2335	0.225
11.3262	0.2269
11.4255	0.2285
11.5251	0.2304
11.622	0.2321
11.7219	0.234
11.8209	0.2356
11.9174	0.2373
12.0111	0.239
12.1073	0.2406
12.1929	0.2423
12.2817	0.2438
12.3787	0.2456
12.4724	0.2471
12.5629	0.2488
12.6529	0.2504
12.7376	0.2519
12.8326	0.2535
12.9204	0.2552
13.0146	0.2569
13.1073	0.2585
13.2023	0.2602
13.2972	0.2617
13.3899	0.2635
13.4885	0.2652
13.5885	0.2669
13.6911	0.2688
13.7936	0.2704
13.8931	0.2723
13.9868	0.274
14.0875	0.2756
14.1851	0.2773
14.2787	0.279
14.3719	0.2806
14.4656	0.2823
14.559	0.284
14.65	0.2854
14.7416	0.2871
14.8316	0.2888
14.9255	0.2904
15.0131	0.2919
15.1064	0.2935
15.1989	0.2952
15.2963	0.2969
15.3925	0.2985
15.488	0.3002
15.5804	0.3019
15.6785	0.3033
15.7696	0.3052
15.8752	0.3069
15.9743	0.3085
16.077	0.3104
16.1767	0.3121
16.2742	0.3137
16.3751	0.3156
16.4794	0.3173
16.5747	0.319
16.6666	0.3206
16.7613	0.3223
16.8571	0.324
16.9489	0.3256
17.0424	0.3271
17.1345	0.3288
17.2263	0.3304
17.3181	0.3319
17.4116	0.3335
17.5052	0.3352
17.6015	0.3369
17.6979	0.3385
17.7929	0.3402
17.8853	0.3417
17.9761	0.3433
18.0757	0.345
18.1777	0.3469
18.2824	0.3485
18.3859	0.3504
18.4871	0.3521
18.5855	0.354
18.69	0.3556
18.7874	0.3573
18.8852	0.359
18.9782	0.3606
19.072	0.3623
19.1677	0.364
19.2632	0.3656
19.359	0.3673
19.453	0.3688
19.54	0.3704
19.6284	0.3719
19.7195	0.3735
19.8132	0.3752
19.9077	0.3767
20.0008	0.3783
20.0939	0.38
20.192	0.3817
20.2911	0.3833
20.393	0.3852
20.4924	0.3869
20.5919	0.3885
20.6925	0.3904
20.7936	0.3921
20.8916	0.3938
20.9935	0.3956
21.0933	0.3973
21.1899	0.399
21.2806	0.4006
21.375	0.4021
21.469	0.404
21.5699	0.4056
21.6663	0.4073
21.7602	0.4088
21.8464	0.4104
21.9363	0.4119
22.0318	0.4135
22.1237	0.4152
22.2228	0.4169
22.3175	0.4183
22.4133	0.42
22.5114	0.4217
22.6091	0.4233
22.7078	0.4252
22.8106	0.4269
22.9128	0.4285
23.0146	0.4304
23.1146	0.4321
23.2135	0.4338
23.3166	0.4354
23.4232	0.4373
23.5251	0.439
23.6224	0.4406
23.7167	0.4423
23.8129	0.444
23.9068	0.4456
23.9999	0.4471
24.099	0.4488
24.1915	0.4504
24.2861	0.4519
24.3818	0.4535
24.4757	0.4552
24.5718	0.4569
24.668	0.4585
24.765	0.46
24.8652	0.4617
24.9631	0.4635
25.0643	0.4652
25.1688	0.4669
25.2692	0.4685
25.3731	0.4704
25.4752	0.4721
25.5768	0.4738
25.6854	0.4756
25.7924	0.4773
25.8919	0.479
25.9883	0.4806
26.0811	0.4823
26.1757	0.4838
26.2747	0.4856
26.3752	0.4871
26.4734	0.4888
26.5702	0.4904
26.6617	0.4921
26.7566	0.4935
26.8491	0.4952
26.9447	0.4967
27.0424	0.4983
27.141	0.5
27.2391	0.5017
27.3426	0.5033
27.4437	0.5052
27.549	0.5069
27.655	0.5088
27.7593	0.5104
27.8629	0.5121
27.966	0.514
28.0727	0.5156
28.1765	0.5175
28.273	0.519
28.365	0.5206
28.4604	0.5223
28.5636	0.524
28.6615	0.5256
28.7602	0.5273
28.8562	0.5288
28.9529	0.5304
29.0529	0.5321
29.1483	0.5338
29.2467	0.5354
29.3407	0.5369
29.4361	0.5385
29.5286	0.54
29.6258	0.5417
29.725	0.5433
29.8322	0.5452
29.9347	0.5469
30.0372	0.5485
30.1414	0.5504
30.2439	0.5521
30.3524	0.554
30.4608	0.5556
30.5628	0.5573
30.6613	0.559
30.7555	0.5606
30.8501	0.5621
30.9518	0.564
31.0542	0.5656
31.1544	0.5673
31.2481	0.5688
31.3431	0.5704
31.4388	0.5721
31.5378	0.5735
31.6316	0.5752
31.7297	0.5767
31.821	0.5783
31.9202	0.58
32.0229	0.5817
32.1256	0.5835
32.2343	0.5852
32.3373	0.5869
32.4325	0.5885
32.531	0.5902
32.6398	0.5921
32.7493	0.5938
32.8549	0.5956
32.9621	0.5973
33.0608	0.599
33.1577	0.6006
33.2532	0.6021
33.3508	0.6037
